sku,name,series,description,age,econt_leght,econt_width,econt_height,weight,price,product_online,product_type,attribute_set_code,categories,news_from_date,news_to_date
205499,LEGO Botanicals Букет от розови рози 10374,LEGO Botanicals,"<p>Създайте елегантна цветна аранжировка от тухлички и се насладете на розовите й детайли с този строителен комплект LEGO® Botanicals Букет от розови рози (10374) за възрастни. Насладете се на завладяващ проект, докато конструирате прецизно букета LEGO с 12 розови рози в различни етапи на цъфтеж – открийте 4 напълно разцъфнали рози, 4 разцъфващи рози и 4 розови пъпки. За допълнителна автентичност розите са оцветени в различни нюанси на розовото, а букетът включва и 4 очарователни стръка гипсофила с малки бели цветчета. Идеален за самостоятелен или групов проект, комплектът включва 3 комплекта инструкции за построяване, с чиято помощ можете да се сближите с приятелите или семейството покрай цветята, преди да покажете розите гордо като флорална украса. Цветята са идеалният подарък за всеки повод, така че дайте този строителен комплект с цветя като подарък по случай Деня на майката, Свети Валентин или рожден ден на жени, мъже и фенове на цветята, които с удоволствие ще построят букет, който ще трае вечно. Комплектът съдържа 789 части.</p><br><ul><li>Строителен комплект за възрастни с букет, в който детайлите цъфтят | Включва 4 напълно разцъфнали рози в, 4 разцъфващи рози и 4 розови пъпки | 3 комплекта инструкции за построяване правят комплекта идеален за съвместно конструиране | Изложете букета на показ като флорална украса на дома или офиса | Забавен подарък за рожден ден, Деня на майката или Свети Валентин | Мащабирайте и завъртайте комплекта в приложението LEGO® Builder | Открийте други комплекти (продават се отделно) от колекцията LEGO® Botanicals | Съдържа 789 части, а най-високата роза е с дължина над 32 см</li></ul>",Над 18 г.,26.2,38.2,7.05,0.725,9999,0,simple,Default,"Default Category/Меню продукти/Детски играчки/LEGO,Default Category/Меню продукти/Детски играчки/LEGO/LEGO Super Heroes,Default Category,Default Category/Меню продукти,Default Category/Меню продукти/Детски играчки,Default Category/Ново,Default Category/Ново/Детски играчки - Ново",2025-10-14,2025-11-13
